SK_ID_CURR,TARGET
100001,0.07851457787440605
100005,0.13792630197016645
100013,0.0821936672849692
100028,0.08092138862783617
100038,0.13261834508574435
100042,0.06427888990341164
100057,0.09433683133307462
100065,0.10940564373594501
100066,0.05517726159850607
100067,0.0937629922653372
100074,0.08014846004854839
100090,0.12499391351185792
100091,0.1177733322184962
100092,0.1104015788332963
100106,0.13296542351392743
100107,0.10401559056510867
100109,0.11242653857633975
100117,0.09148151731919946
100128,0.07427608898476969
100141,0.10701244492427985
100150,0.07940272885424476
100168,0.06656196288494323
100169,0.0498499480566807
100170,0.09066166221266037
100171,0.10870960342900006
100172,0.1341253722240781
100184,0.08360238453272094
100187,0.07128818304009948
100212,0.08778033539830864
100222,0.10285563007791748
100223,0.06377899792024691
100232,0.07493325716711614
100241,0.13571406758587073
100245,0.07874503798505511
100253,0.06694364930919183
100256,0.10193013461001478
100271,0.0670798257349684
100278,0.12066355260277102
100280,0.07317271376356517
100306,0.14169471092660532
100311,0.12069326241924397
100312,0.07154969387398452
100330,0.09059156333684282
100331,0.1063038369185427
100352,0.09681152061599717
100358,0.116363021403757
100367,0.10020384345065175
100382,0.08544326116360726
100384,0.07919626257685285
100385,0.10196396511609397
100386,0.08524628502173501
100399,0.07867233895163783
100404,0.07733338551188833
100416,0.07096329648561546
100422,0.14248495482377405
100426,0.08738176587866787
100438,0.07348930599286804
100444,0.10463307840228703
100445,0.12496608904781831
100446,0.1062743176713637
100447,0.07447004622119263
100450,0.08355084580690957
100466,0.09756708720259184
100483,0.07762854344214228
100484,0.06146475434685132
100494,0.09154364950616335
100510,0.12349584102989955
100512,0.07063895845797516
100517,0.0801322602408793
100548,0.06575272831721095
100551,0.08072915030545158
100552,0.12998619987392632
100553,0.08846890586743593
100561,0.10011003013351145
100568,0.1371596997461634
100569,0.06974983477029151
100591,0.10395226953106351
100592,0.06096799215884773
100602,0.09618246287266614
100607,0.09462527240589572
100613,0.09349040024138217
100617,0.07487339990262402
100618,0.10614997339457406
100622,0.1527055605511731
100625,0.10453720502974063
100677,0.09375310022484966
100699,0.08868131435933006
100702,0.1440657117889676
100711,0.07706757238564471
100729,0.14679971726712363
100740,0.11863686650737358
100744,0.11138944917241389
100745,0.10301142266730352
100747,0.10480969818799249
100751,0.11374527621049012
100752,0.09457519066442654
100753,0.14729557199901708
100754,0.11629086883724049
100760,0.11381924062132412
100762,0.1013672736509291
100763,0.08537564460786663
100765,0.08632217964452833
100770,0.09722834538611197
100772,0.08489027626381171
100777,0.08957163962014447
100791,0.07520951621606609
100792,0.07280491805239951
100797,0.10048565255945714
100823,0.10210784777921647
100826,0.10470923551963618
100830,0.07406567008073812
100836,0.12634465185116978
100872,0.09123938406426574
100910,0.09687499464681248
100913,0.07489594294919051
100918,0.09338803411545232
100931,0.06796061447376193
100952,0.11910975311208083
100953,0.08775827311995656
100965,0.11418482871941364
100970,0.08791019665544501
100982,0.11352710045345257
100983,0.0972131355259032
100984,0.07369868432161186
100987,0.11925665662643453
100997,0.08488546372461371
100998,0.12889214814275327
101002,0.11222872042388923
101005,0.13507867408795826
101008,0.13040840173607018
101020,0.11217724836861376
101021,0.1091833269113536
101024,0.08559699901381064
101025,0.13555413329527288
101026,0.0946037237353645
101031,0.08643991657314329
101041,0.07196555138215324
101051,0.06084172595282646
101055,0.10093784264432651
101056,0.11301411231110621
101057,0.1087020247141206
101064,0.07987913479292517
101079,0.09646192152587119
101087,0.09189385855184835
101090,0.07022356737653589
101092,0.09477032274660291
101097,0.11252698825880066
101099,0.06863094949956017
101107,0.10756116724353033
101118,0.10778678622410302
101125,0.09701928635846574
101126,0.08049437348899251
101128,0.1188059387981358
101136,0.12276711481296443
101140,0.10601567418611217
101149,0.08372514749200145
101160,0.08166389601861049
101169,0.13323821462593075
101181,0.08685775101115409
101186,0.06362993315834295
101190,0.11712541514813558
101193,0.11732950937080601
101194,0.08928700660150277
101198,0.10047350690337985
101200,0.0725765366341802
101204,0.10926415776562474
101211,0.08451784437788486
101213,0.08228647446960549
101223,0.08429058851195148
101225,0.10561893712988513
101237,0.08813890970348269
101243,0.0912734231520167
101244,0.11914340852052195
101258,0.08113189727238361
101259,0.14489807940233085
101268,0.11562751644100767
101269,0.08315949573156216
101271,0.12462550309079669
101279,0.07392353470586922
101281,0.0970792457525285
101287,0.0814531092215153
101292,0.07505016121892627
101294,0.08385518861660884
101296,0.07339230447595065
101297,0.08676174958008487
101299,0.07015157008059307
101301,0.09105508951099316
101305,0.08565509730015929
101308,0.0664391056483303
101318,0.06476972242824335
101327,0.11295809487916694
101329,0.11758971245623746
101332,0.06851711634968642
101337,0.0991332741733938
101343,0.07207620399977906
101345,0.07715540970395107
101346,0.10347146061287374
101353,0.05641859092058739
101354,0.11371616915899813
101355,0.10908194734555014
101356,0.066128228893132
101362,0.1129688397027069
101363,0.14109746884358224
101365,0.08406643121195413
101366,0.11067683881357306
101367,0.1298957479412704
101368,0.059174621016175
101374,0.11604123512051047
101380,0.0767902002408952
101383,0.07015722829743704
101398,0.062164817004076355
101399,0.13706033194777067
101401,0.1225440131019814
101412,0.10514769488629741
101426,0.125342569739829
101427,0.13898507536242466
101428,0.10407212076928885
101429,0.10102112898482636
101434,0.08774963021848098
101440,0.09960382028706784
101448,0.10743783267992037
101449,0.09474436515022867
101465,0.08051077129648132
101467,0.08717730366923149
101472,0.1406347621635612
101478,0.0925296403268733
101497,0.09125455245873544
101504,0.08096527376468403
101547,0.0835037414456379
101548,0.10476061695790838
101555,0.09006903447820337
101570,0.09947910397784827
101572,0.0813236726023379
101578,0.08688828871293108
101580,0.12024805733094372
101588,0.1014938998362431
101602,0.08696755063414664
101610,0.10083551275495459
101614,0.12374556939043391
101616,0.10363892772086718
101643,0.10765810751362226
101644,0.10598020923123597
101649,0.09530822178899444
101650,0.10316676061229967
101665,0.0667230255551885
101667,0.11528264023367767
101669,0.06668639599618742
101674,0.10934395271443889
101675,0.09152458584540037
101678,0.11042691298203
101682,0.08906625138912004
101686,0.1067060501467662
101697,0.147218752944394
101700,0.10046233026835219
101711,0.07564042056956101
101714,0.057061165229394965
101715,0.11764912831043735
101728,0.0962903177866165
101732,0.0829139627886452
101757,0.09347864537134333
101758,0.10776906304651238
101759,0.10505172588792812
101762,0.055858935466111745
101764,0.08679006640337997
101780,0.11889815815121088
101784,0.10629983126346336
101789,0.07513333825789871
101816,0.08870612834173527
101819,0.07799912238146546
101827,0.05888427295807481
101863,0.11060590985595628
101867,0.12283841031129202
101870,0.06985244404558544
101873,0.11740546880926976
101878,0.08976981407075937
101879,0.06558187337248403
101880,0.07535418785929897
101887,0.1069407618722069
101897,0.06937081959051104
101901,0.07510724112685575
101903,0.14956732738394182
101920,0.09634873374850472
101921,0.09032928980972381
101922,0.08509884745508263
101961,0.12880134320999329
101962,0.08472662143517423
101971,0.09199118966099704
101976,0.12385866450019029
102002,0.10719752945465663
102005,0.07713064248800966
102007,0.14357738086984922
102017,0.07637503551894127
102019,0.13118069341133426
102029,0.06742753688266258
102051,0.09752172081441035
102052,0.07105668343730855
102054,0.08337851842866482
102062,0.12528453642932752
102067,0.10580753404589034
102068,0.09597265484517455
102070,0.07913671703839051
102090,0.08651135053087217
102092,0.13017113299716482
102099,0.12970703382458046
102100,0.05800975818453279
102112,0.10559605987647001
102113,0.09452268414392279
102122,0.11247396049859103
102123,0.08435177641036803
102125,0.0769846332559495
102126,0.09663451232001344
102146,0.09692482694520967
102147,0.10723298588497199
102151,0.09713335520861822
102158,0.0850936195555814
102159,0.08276923417926962
102162,0.07360286658268587
102165,0.08012815783357774
102166,0.11183445270488267
102174,0.08373783312688306
102193,0.13861619710110312
102198,0.08660914841592368
102205,0.10291007022099526
102206,0.09439170808194076
102218,0.09696423436349383
102221,0.09760717241296069
102230,0.09385097787916853
102238,0.09596713723002363
102248,0.06432476003818201
102252,0.10670377923403448
102259,0.07647430761683256
102262,0.10122694021650032
102273,0.07226221705327389
102286,0.08611313390425938
102293,0.09597439955903417
102294,0.06968080912185881
102296,0.08827213240513071
102298,0.10724662516660739
102303,0.07931880364853458
102309,0.10982510278180893
102315,0.0698884509339361
102340,0.07773345069768807
102342,0.08178243268890797
102344,0.08848985166323549
102346,0.12605500207372194
102347,0.071335584666081
102374,0.11422069947305574
102380,0.10866124742222492
102387,0.09564058567891066
102393,0.08052205314528285
102403,0.09134817490755551
102413,0.10393073115988828
102414,0.06179191560603038
102415,0.08892210293410353
102416,0.08882279146657425
102439,0.10321130599358684
102441,0.08069561301368111
102443,0.07870273960467425
102444,0.08211246730624036
102445,0.13803413397342135
102448,0.07326159607570526
102449,0.09870493787636653
102450,0.1415531772260682
102456,0.08406682682694615
102458,0.0990937380982507
102459,0.08323093499940064
102465,0.06467868911327602
102470,0.12380249395727247
102471,0.07469435646390976
102475,0.130356754687042
102476,0.12111164379619993
102506,0.08333754738561279
102509,0.07624597306085236
102519,0.08904160351181481
102522,0.07636825018288936
102545,0.08578783344949419
102549,0.11113419056446364
102562,0.06932492392910529
102563,0.08577656890434253
102568,0.12425518222952044
102582,0.10709143870408845
102592,0.06421377868455865
102597,0.09299723120727865
102605,0.11238387636940525
102614,0.09975567671185762
102617,0.09738436028866732
102634,0.07766914878878775
102652,0.08222765292289437
102655,0.05366993102753843
102671,0.07084365479137832
102694,0.08689295295684946
102701,0.11220916857884913
102703,0.06664621445282669
102704,0.07591005219276803
102713,0.05010763838673851
102720,0.11612647221336825
102731,0.06901592846059239
102733,0.0820301023099741
102749,0.1300296643912484
102755,0.07850070733772854
102763,0.07657056780915317
102770,0.11822067681401019
102772,0.1068517346881926
102799,0.10500934326856763
102838,0.0871760855427446
102854,0.08013456535520742
102862,0.1281830121803032
102863,0.09963124732150451
102867,0.08113784311575548
102868,0.07585175165233442
102878,0.08811905778589857
102887,0.09823264622054012
102898,0.12838013837840762
102904,0.09077588095945681
102912,0.12059573176624885
102919,0.07560729803335473
102927,0.08431582352332402
102932,0.09654644514219006
102933,0.1387533694505401
102935,0.06936312936209371
102958,0.1074993798727949
102969,0.10163879891176035
102971,0.08334764501940863
102975,0.07405737907512185
102979,0.09598768719937234
102982,0.06564130186160912
102987,0.10525976132494558
102989,0.09103912232353012
102995,0.09321538007883096
102996,0.0824824570331412
103000,0.06885133893841117
103001,0.1082928795991102
103004,0.08692771696951448
103010,0.08759803472815679
103025,0.10795625765039386
103029,0.09880906011644523
103046,0.10248992005775777
103056,0.0774412464745265
103062,0.09793542912320997
103078,0.11104370687948659
103083,0.06287145992505587
103092,0.10488149107537602
103096,0.08980511885739324
103097,0.1017930451499931
103102,0.1347112298274636
103112,0.08848611308590461
103132,0.0685963552913011
103144,0.09640496240689635
103145,0.07803716115334494
103146,0.07729164702651688
103147,0.11032940413601125
103158,0.0838942158613298
103171,0.1194166372715056
103173,0.07407282497096923
103184,0.09102643728235252
103195,0.10367233489534161
103196,0.07054308571814191
103206,0.08060998189029517
103230,0.09966367888098819
103231,0.11260701787966303
103232,0.1043057607591671
103239,0.11631598373881276
103240,0.09957853617851828
103243,0.08792942951665904
103252,0.10104385962201877
103258,0.09408112801366163
103259,0.09275758013226286
103279,0.07958597664692299
103280,0.06227884799708207
103286,0.09198776333501238
103287,0.13182027552755882
103290,0.09234046193230287
103298,0.11399890005566321
103315,0.05398782212453735
103319,0.07203370040993227
103334,0.12915513028258951
103336,0.0992487285748476
103345,0.1006676225776211
103368,0.09199872377999817
103371,0.12015345403235977
103377,0.08210338301522627
103398,0.080039079123593
103404,0.07067557907550788
103408,0.09978300602031982
103410,0.07734854665438691
103418,0.07453421454651586
103420,0.12321901184571328
103432,0.10797086608329928
103433,0.0832372339902866
103436,0.06779141321933145
103440,0.10045813406852361
103453,0.09110047338469196
103459,0.10196750040304418
103460,0.08559862245091372
103461,0.0697206745870098
103462,0.1130933080692843
103473,0.09508921865492076
103474,0.06529050629906646
103475,0.10522179393699384
103478,0.11783166968945774
103480,0.10639539809328713
103484,0.06645544428683388
103494,0.08553559273876943
103513,0.11414815533946596
103515,0.09069706191335163
103516,0.13909083529533597
103525,0.11306284131668329
103541,0.1256500986252988
103544,0.08157439995125339
103562,0.13007648860885898
103570,0.17240086503658247
103572,0.13960035208495283
103574,0.08090933819601905
103575,0.10300150045056104
103591,0.1143554288332442
103594,0.07730888663869748
103609,0.07498424707932799
103613,0.0746979746438558
103614,0.0750052471163839
103615,0.06769613814429758
103624,0.09954017465503644
103625,0.1571105286953423
103628,0.12320993245082751
103629,0.07276892834153251
103647,0.09279834244865433
103648,0.11452035902132275
103651,0.08666272402454424
103658,0.06941244438179298
103668,0.09088760713120497
103669,0.0836779684914796
103676,0.10411713902289996
103682,0.08276206903201744
103683,0.0626477130687183
103689,0.07239982461877335
103725,0.05955847740918134
103733,0.09048747328843332
103744,0.05832490368528586
103762,0.11034220569160506
103771,0.1193079031075967
103773,0.06560937104314592
103783,0.11414449050949407
103784,0.10457986933658925
103808,0.06498568977830042
103812,0.07511935827207243
103813,0.09568796032811089
103814,0.07727366745911396
103818,0.13653862910152378
103824,0.09352198361902025
103828,0.065099290506377
103830,0.08806970329474241
103840,0.07594130994487198
103842,0.10365137175398524
103847,0.12315761535210788
103848,0.11479109878854303
103851,0.06559870286681162
103854,0.13018710500254835
103857,0.1630545515356164
103861,0.06013677429062796
103862,0.09809216140441114
103865,0.09679647808216842
103870,0.06493818121995179
103876,0.09072696328287773
103891,0.15053772690037226
103908,0.0743071078797305
103914,0.09309175041397327
103918,0.10537511850762593
103940,0.0940217499460635
103963,0.12098678529533752
103966,0.1125264741983653
103971,0.12177681195756355
103980,0.10208550345687066
103984,0.0772730736522853
103985,0.07875804374754893
103998,0.13509650778194807
104019,0.08343455527126525
104026,0.08904092901460954
104035,0.1169716369945171
104044,0.0753462630854431
104045,0.09647864413356101
104047,0.10137195230874942
104051,0.07218607875153642
104058,0.08733405273068676
104063,0.07332352450579369
104066,0.09540598314316667
104087,0.0545909416800474
104089,0.09538524970881342
104095,0.08154971117745023
104098,0.12110051137673483
104104,0.05943488778870349
104110,0.0966725193505661
104120,0.08238123291716841
104122,0.06033007550625081
104131,0.09772339842432254
104132,0.11406948189380929
104135,0.06954020726815233
104136,0.09929503237158886
104149,0.0908281256293546
104150,0.08617015407187295
104156,0.10181972448779454
104165,0.11420405246470348
104175,0.08805892301956861
104179,0.12314418415877072
104184,0.09780363128912402
104206,0.07417174677080966
104216,0.10926257340213437
104230,0.14691564520070602
104257,0.05384892436232932
104272,0.05655385119082282
104273,0.10120860638604597
104278,0.05748909306194602
104294,0.10272620268592143
104295,0.08725963159939223
104297,0.07527755950032262
104298,0.10567736402502302
104308,0.11006235089111087
104318,0.08725849675750315
104319,0.07576638180388684
104320,0.12851278221171036
104327,0.11795567584457309
104334,0.0931586988154064
104344,0.11839562630302844
104350,0.0814415482267036
104351,0.09332399127842855
104354,0.10882690705226758
104369,0.12393196084863285
104376,0.10003807841787243
104381,0.09183164590608064
104384,0.10059476686472577
104391,0.06698028409542803
104394,0.1088000485966002
104398,0.12383313263506074
104402,0.081076672469123
104408,0.08383178686363398
104409,0.06715731780250772
104410,0.1368321679632124
104412,0.08090778378867101
104417,0.10224195402656293
104424,0.09200977161460921
104426,0.06898216347077328
104435,0.08553792270041304
104445,0.08599671348820044
104458,0.06031797777224756
104460,0.09742229473121239
104466,0.08190985334582306
104472,0.12050392877813333
104473,0.10799327231831708
104479,0.060994129494840364
104480,0.07772496579612437
104482,0.12601299811469985
104499,0.057175678609730794
104501,0.06056869714041978
104502,0.08123198025823802
104506,0.0883907962016304
104510,0.0630270588213157
104512,0.07898227598511791
104520,0.1313803030226486
104528,0.1169088125564571
104529,0.10224934478200444
104541,0.0999661652904249
104578,0.07651862651468873
104584,0.0850239646573464
104588,0.10357538114079713
104602,0.0902257923155759
104610,0.06946878717147163
104611,0.08891860279307645
104618,0.11175149629469928
104620,0.0898668866134726
104622,0.0605600306309077
104624,0.07131539284671343
104625,0.0991969059129768
104634,0.13282951738532195
104639,0.10171666451426734
104646,0.07877780239318398
104647,0.0770276814629547
104652,0.06413874832063804
104670,0.08826220670768596
104677,0.08011738215096056
104685,0.11274331313650039
104691,0.09799961084059906
104696,0.07991345676559955
104699,0.06798357445178442
104712,0.11753738767455867
104714,0.09105574371265522
104717,0.09573437360905493
104718,0.08362879024066201
104740,0.08031835344662684
104741,0.10034016915744597
104743,0.05555385886818826
104744,0.108020984993161
104747,0.10353901098400854
104767,0.0966636371658098
104772,0.17777654934975354
104776,0.13514370025131026
104779,0.07274282942559215
104814,0.09331023763920135
104815,0.0843991993720803
104830,0.1003712766668646
104831,0.11322530274420263
104833,0.10755621751894838
104839,0.07580187829955806
104840,0.08420897865308986
104860,0.10592685201157837
104861,0.06014987545911301
104866,0.08860053471741286
104870,0.0773998830970791
104877,0.10348048660236309
104878,0.06799427867779467
104879,0.08485253963550377
104880,0.09680421500898087
104899,0.09474257304392708
104906,0.06366430911927214
104907,0.11501065878168582
104913,0.09595490187416976
104916,0.1110549858452105
104921,0.09790359019189884
104930,0.08723801854232467
104931,0.10127923097090838
104936,0.10217357862713822
104937,0.09628686564004477
104942,0.08485727184345108
104943,0.08764750377728346
104969,0.10807628959686125
104972,0.1460870766615007
104988,0.09906331028601197
105013,0.10556988374138106
105015,0.10198588033949571
105019,0.08029901512156253
105027,0.09178574652115576
105030,0.09788739204392606
105035,0.1577676943587097
105041,0.07048092770948713
105051,0.12350753644260469
105056,0.07611540052893319
105067,0.17220137266171226
105071,0.10923153863143659
105072,0.06906990383324313
105074,0.12779463765108637
105091,0.12180629640081662
105101,0.07888348139625563
105103,0.08749503094498957
105134,0.09784918439266398
105139,0.09663667551948932
105142,0.12798116185170771
105146,0.09925056786533844
105163,0.09397379983525046
105168,0.11937705966755097
105172,0.057252951636624985
105176,0.12500300447009316
105195,0.08890734973778704
105196,0.1395614381560932
105197,0.06729401752962241
105203,0.09167597678332566
105223,0.1001531291622491
105227,0.09399859019022357
105228,0.06696039160054373
105230,0.10954518176310812
105231,0.12669440661928957
105239,0.08514950192825924
105242,0.10297324503252304
105244,0.08850881578331353
105245,0.11426971505555056
105248,0.0590680649827033
105249,0.09027299104210837
105266,0.12537915982031544
105271,0.12327552424105384
105276,0.11672889920363048
105282,0.11126410924019303
105292,0.08246779198898026
105297,0.053596720309563986
105332,0.1261022245251582
105333,0.07994254013101344
105343,0.07077905900355363
105344,0.057767871599124214
105345,0.11951928265437793
